Row ID,Order ID,Customer ID,Customer Name,City,Postal Code,Product ID,Product Name,Sales
1031,CA-2015-163552,LA-16780,Laura Armstrong,Hackensack,7601,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,854.94
1032,CA-2015-163552,LA-16780,Laura Armstrong,Hackensack,7601,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,124.11
1033,CA-2015-163552,LA-16780,Laura Armstrong,Hackensack,7601,OFF-LA-10001175,Avery 514,14.4
1034,CA-2017-109820,AG-10390,Allen Goldenen,Cincinnati,45231,OFF-PA-10000955,Southworth 25% Cotton Granite Paper & Envelopes,15.7
1035,CA-2017-109820,AG-10390,Allen Goldenen,Cincinnati,45231,OFF-BI-10003460,Acco 3-Hole Punch,2.63
1036,CA-2017-109820,AG-10390,Allen Goldenen,Cincinnati,45231,OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,14.43
1037,CA-2017-113061,EL-13735,Ed Ludwig,Jefferson City,65109,FUR-FU-10003975,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,86.62
1038,CA-2016-127418,JJ-15445,Jennifer Jackson,Los Angeles,90004,OFF-BI-10003707,Aluminum Screw Posts,36.62
1039,CA-2018-121818,JH-15430,Jennifer Halladay,Burlington,27217,OFF-AR-10000203,Newell 336,23.97
104,US-2016-156867,LC-16870,Lena Cacioppo,Aurora,80013,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,238.9
1040,CA-2018-121818,JH-15430,Jennifer Halladay,Burlington,27217,OFF-AR-10004790,Staples in misc. colors,28.73
1041,CA-2017-127670,RD-19660,Robert Dilbeck,Saint Peters,63376,FUR-TA-10001095,Chromcraft Round Conference Tables,697.16
1042,CA-2017-102981,MO-17500,Mary O'Rourke,New York City,10035,TEC-AC-10004761,Maxell 4.7GB DVD+RW 3/Pack,31.86
1043,CA-2017-102981,MO-17500,Mary O'Rourke,New York City,10035,FUR-BO-10001811,Atlantic Metals Mobile 5-Shelf Bookcases; Custom Colors,722.35
1044,CA-2018-115651,NS-18640,Noel Staavos,Chicago,60610,OFF-AR-10001130,Quartet Alpha White Chalk; 12/Pack,8.84
1045,CA-2018-115651,NS-18640,Noel Staavos,Chicago,60610,OFF-AP-10000055,Belkin F9S820V06 8 Outlet Surge,58.46
1046,CA-2018-152702,SN-20710,Steve Nguyen,Rockford,61107,FUR-CH-10002304,Global Stack Chair without Arms; Black,254.6
1047,CA-2017-169103,ZC-21910,Zuschuss Carroll,Miami,33142,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,1363.96
1048,CA-2017-169103,ZC-21910,Zuschuss Carroll,Miami,33142,FUR-FU-10004006,Deflect-o DuraMat Lighweight; Studded; Beveled Mat for Low Pile Carpeting,102.36
1049,CA-2015-139192,LC-16885,Lena Creighton,San Francisco,94109,TEC-PH-10000486,Plantronics HL10 Handset Lifter,1113.5
105,US-2016-156867,LC-16870,Lena Cacioppo,Aurora,80013,FUR-FU-10004006,Deflect-o DuraMat Lighweight; Studded; Beveled Mat for Low Pile Carpeting,102.36
1050,CA-2015-139192,LC-16885,Lena Creighton,San Francisco,94109,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,99.99
1051,US-2016-153500,DG-13300,Deirdre Greer,Philadelphia,19134,FUR-FU-10000293,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,168.46
1052,US-2016-153500,DG-13300,Deirdre Greer,Philadelphia,19134,OFF-PA-10001307,Important Message Pads; 50 4-1/4 x 5-1/2 Forms per Pad,6.72
1053,US-2016-153500,DG-13300,Deirdre Greer,Philadelphia,19134,FUR-FU-10004460,"""Howard Miller 12"""" Round Wall Clock""",282.89
1054,CA-2016-110667,NF-18595,Nicole Fjeld,New York City,10009,OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,11.16
1055,CA-2016-110667,NF-18595,Nicole Fjeld,New York City,10009,FUR-FU-10004622,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4
1056,CA-2016-110667,NF-18595,Nicole Fjeld,New York City,10009,OFF-BI-10002735,GBC Prestige Therm-A-Bind Covers,82.34
1057,CA-2016-110667,NF-18595,Nicole Fjeld,New York City,10009,OFF-BI-10003529,Avery Round Ring Poly Binders,9.09
1058,CA-2018-167150,BP-11185,Ben Peterman,San Diego,92037,OFF-BI-10001097,Avery Hole Reinforcements,19.94
1059,CA-2018-167150,BP-11185,Ben Peterman,San Diego,92037,OFF-BI-10001597,"""Wilson Jones Ledger-Size; Piano-Hinge Binder; 2""""; Blue""",65.57
106,US-2016-156867,LC-16870,Lena Cacioppo,Aurora,80013,OFF-BI-10002794,"""Avery Trapezoid Ring Binder; 3"""" Capacity; Black; 1040 sheets""",36.88
1060,CA-2017-105284,MG-17650,Matthew Grinstein,Philadelphia,19143,OFF-FA-10001754,Stockwell Gold Paper Clips,4.42
1061,US-2016-125374,JD-16060,Julia Dunbar,Houston,77095,FUR-CH-10003396,Global Deluxe Steno Chair,107.77
1062,CA-2016-161263,TS-21160,Theresa Swint,Toledo,43615,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,45.22
1063,CA-2016-161263,TS-21160,Theresa Swint,Toledo,43615,OFF-FA-10004838,Super Bands; 12/Pack,10.42
1064,CA-2016-161263,TS-21160,Theresa Swint,Toledo,43615,OFF-AR-10004757,Crayola Colored Pencils,7.87
1065,CA-2016-161263,TS-21160,Theresa Swint,Toledo,43615,TEC-PH-10002115,Plantronics 81402,118.78
1066,CA-2016-161263,TS-21160,Theresa Swint,Toledo,43615,OFF-FA-10003059,Assorted Color Push Pins,1.45
1067,CA-2016-161263,TS-21160,Theresa Swint,Toledo,43615,OFF-BI-10004330,GBC Velobind Prepunched Cover Sets; Regency Series,55.47
1068,CA-2017-157686,BD-11620,Brian DeCherney,San Francisco,94122,FUR-CH-10001146,Global Value Mid-Back Manager's Chair; Gray,194.85
1069,US-2018-139955,CM-12160,Charles McCrossin,Brownsville,78521,OFF-SU-10001935,Staple remover,1.74
107,CA-2018-119004,JM-15250,Janet Martin,Charlotte,28205,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.11
1070,US-2016-150161,RB-19795,Ross Baird,Philadelphia,19143,OFF-BI-10001524,GBC Premium Transparent Covers with Diagonal Lined Pattern,25.18
1071,CA-2016-144652,SN-20560,Skye Norling,Los Angeles,90008,OFF-AR-10003732,Newell 333,19.46
1072,CA-2017-152814,EH-14005,Erica Hernandez,Denver,80219,OFF-PA-10001970,Xerox 1881,29.47
1073,CA-2018-106943,FO-14305,Frank Olsen,New York City,10035,OFF-BI-10003669,3M Organizer Strips,8.64
1074,CA-2017-134348,MS-17710,Maurice Satty,Mesa,85204,OFF-BI-10003727,Avery Durable Slant Ring Binders With Label Holder,6.27
1075,CA-2017-134348,MS-17710,Maurice Satty,Mesa,85204,OFF-BI-10004967,Round Ring Binders,4.37
1076,CA-2017-134348,MS-17710,Maurice Satty,Mesa,85204,TEC-AC-10003447,Micropad Numeric Keypads,31.98
1077,CA-2017-161781,CC-12100,Chad Cunningham,Columbus,47201,OFF-AR-10000255,Newell 328,40.88
1078,CA-2018-132521,DW-13540,Don Weiss,Seattle,98105,OFF-AP-10002191,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,119.96
1079,CA-2018-132521,DW-13540,Don Weiss,Seattle,98105,OFF-ST-10001325,Sterilite Officeware Hinged File Box,31.44
108,CA-2018-119004,JM-15250,Janet Martin,Charlotte,28205,TEC-PH-10002844,Speck Products Candyshell Flip Case,27.99
1080,CA-2018-132521,DW-13540,Don Weiss,Seattle,98105,OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,6.88
1081,CA-2016-110016,BT-11395,Bill Tyler,Detroit,48227,OFF-PA-10000349,Easy-staple paper,19.92
1082,CA-2016-110016,BT-11395,Bill Tyler,Detroit,48227,FUR-CH-10002880,Global High-Back Leather Tilter; Burgundy,1106.91
1083,US-2017-143819,KD-16270,Karen Daniels,Yonkers,10701,FUR-TA-10001095,Chromcraft Round Conference Tables,836.59
1084,US-2017-143819,KD-16270,Karen Daniels,Yonkers,10701,OFF-PA-10003127,Easy-staple paper,26.38
1085,US-2017-143819,KD-16270,Karen Daniels,Yonkers,10701,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,362.92
1086,US-2017-143819,KD-16270,Karen Daniels,Yonkers,10701,TEC-MA-10003979,Ativa V4110MDD Micro-Cut Shredder,4899.93
1087,CA-2017-167584,LC-16870,Lena Cacioppo,Des Moines,50315,OFF-PA-10000029,Xerox 224,6.48
1088,CA-2017-166163,CY-12745,Craig Yedwab,Oakland,94601,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),71.98
1089,CA-2017-166163,CY-12745,Craig Yedwab,Oakland,94601,OFF-LA-10000452,Avery 488,3.15
109,CA-2018-119004,JM-15250,Janet Martin,Charlotte,28205,OFF-AR-10000390,Newell Chalk Holder,3.3
1090,CA-2018-158407,LW-16990,Lindsay Williams,Monroe,28110,FUR-FU-10001967,Telescoping Adjustable Floor Lamp,31.98
1091,CA-2018-158407,LW-16990,Lindsay Williams,Monroe,28110,TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,71.98
1092,CA-2016-143490,NP-18325,Naresj Patel,San Diego,92105,OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,120.15
1093,CA-2016-143490,NP-18325,Naresj Patel,San Diego,92105,TEC-PH-10000576,AT&T 1080 Corded phone,219.18
1094,CA-2016-165085,BT-11485,Brad Thomas,Clinton,20735,OFF-PA-10000605,Xerox 1950,28.9
1095,CA-2016-165085,BT-11485,Brad Thomas,Clinton,20735,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,355.96
1096,CA-2018-160423,PS-19045,Penelope Sewall,Charlotte,28205,OFF-ST-10004340,Fellowes Mobile File Cart; Black,348.21
1097,CA-2018-160423,PS-19045,Penelope Sewall,Charlotte,28205,OFF-BI-10004001,GBC Recycled VeloBinder Covers,35.78
1098,CA-2015-159338,NS-18640,Noel Staavos,Los Angeles,90049,FUR-TA-10004147,Hon 4060 Series Tables,447.84
1099,CA-2017-107216,PV-18985,Paul Van Hugh,San Francisco,94122,OFF-AR-10001545,Newell 326,7.04
11,CA-2015-115812,BH-11710,Brosina Hoffman,Los Angeles,90032,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,1706.18
110,CA-2016-129476,PA-19060,Pete Armstrong,Orland Park,60462,TEC-AC-10000844,LogitechÂ Gaming G510s - Keyboard,339.96
1100,CA-2017-107216,PV-18985,Paul Van Hugh,San Francisco,94122,FUR-FU-10000206,GE General Purpose; Extra Long Life; Showcase & Floodlight Incandescent Bulbs,8.73
1101,CA-2017-107216,PV-18985,Paul Van Hugh,San Francisco,94122,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,29.29
1102,CA-2017-107216,PV-18985,Paul Van Hugh,San Francisco,94122,OFF-AR-10002255,Newell 346,8.64
1103,US-2018-145863,RP-19390,Resi PÃ¶lking,Houston,77041,OFF-BI-10004140,Avery Non-Stick Binders,2.69
1104,US-2018-145863,RP-19390,Resi PÃ¶lking,Houston,77041,OFF-BI-10002049,UniKeep View Case Binders,2.93
1105,CA-2017-112340,NM-18520,Neoma Murray,Riverside,92503,OFF-PA-10001892,"""Rediform Wirebound """"Phone Memo"""" Message Book; 11 x 5-3/4""",22.92
1106,US-2017-110156,EH-13945,Eric Hoffmann,Houston,77041,OFF-ST-10000642,Tennsco Lockers; Gray,100.7
1107,US-2017-110156,EH-13945,Eric Hoffmann,Houston,77041,FUR-FU-10000206,GE General Purpose; Extra Long Life; Showcase & Floodlight Incandescent Bulbs,2.33
1108,US-2017-110156,EH-13945,Eric Hoffmann,Houston,77041,OFF-BI-10003676,GBC Standard Recycled Report Covers; Clear Plastic Sheets,10.78
1109,US-2017-110156,EH-13945,Eric Hoffmann,Houston,77041,OFF-FA-10003495,Staples,58.37
111,CA-2018-146780,CV-12805,Cynthia Voltz,New York City,10035,FUR-FU-10001934,Magnifier Swing Arm Lamp,41.96
1110,US-2017-110156,EH-13945,Eric Hoffmann,Houston,77041,OFF-EN-10003798,Recycled Interoffice Envelopes with Re-Use-A-Seal Closure; 10 x 13,40.97
1111,US-2017-110156,EH-13945,Eric Hoffmann,Houston,77041,TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,71.96
1112,US-2017-110156,EH-13945,Eric Hoffmann,Houston,77041,OFF-PA-10004735,Xerox 1905,10.37
1113,US-2017-110156,EH-13945,Eric Hoffmann,Houston,77041,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,1.19
1114,CA-2018-140585,RA-19915,Russell Applegate,Encinitas,92024,OFF-BI-10003364,Binding Machine Supplies,46.67
1115,CA-2018-140585,RA-19915,Russell Applegate,Encinitas,92024,FUR-BO-10002206,Bush Saratoga Collection 5-Shelf Bookcase; Hanover Cherry; *Special Order,119.83
1116,CA-2018-140585,RA-19915,Russell Applegate,Encinitas,92024,TEC-AC-10003610,LogitechÂ Illuminated - Keyboard,119.98
1117,CA-2017-144855,DL-13495,Dionis Lloyd,San Francisco,94110,OFF-LA-10003766,Self-Adhesive Removable Labels,6.3
1118,CA-2016-142755,CS-12355,Christine Sundaresam,Roswell,30076,OFF-PA-10001970,Xerox 1908,279.9
1119,CA-2016-142755,CS-12355,Christine Sundaresam,Roswell,30076,TEC-AC-10002049,Logitech G19 Programmable Gaming Keyboard,619.95
112,CA-2017-128867,CL-12565,Clay Ludtke,Urbandale,50322,OFF-AR-10000380,Hunt PowerHouse Electric Pencil Sharpener; Blue,75.96
1120,CA-2016-142755,CS-12355,Christine Sundaresam,Roswell,30076,OFF-PA-10000141,"""Ampad Evidence Wirebond Steno Books; 6"""" x 9""""""",4.36
1121,CA-2016-142755,CS-12355,Christine Sundaresam,Roswell,30076,OFF-EN-10004459,Security-Tint Envelopes,15.28
1122,US-2015-147627,HL-15040,Hunter Lopez,Jonesboro,72401,TEC-PH-10001061,Apple iPhone 5C,699.93
1123,US-2015-147627,HL-15040,Hunter Lopez,Jonesboro,72401,OFF-AR-10002375,Newell 351,22.96
1124,US-2015-147627,HL-15040,Hunter Lopez,Jonesboro,72401,FUR-FU-10003194,Eldon Expressions Desk Accessory; Wood Pencil Holder; Oak,38.6
1125,US-2015-147627,HL-15040,Hunter Lopez,Jonesboro,72401,OFF-AR-10003811,Newell 327,6.63
1126,US-2015-147627,HL-15040,Hunter Lopez,Jonesboro,72401,OFF-EN-10001539,Staple envelope,23.34
1127,US-2015-147627,HL-15040,Hunter Lopez,Jonesboro,72401,FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,1067.94
1128,CA-2016-105970,PA-19060,Pete Armstrong,Richmond,47374,OFF-AR-10003156,50 Colored Long Pencils,10.16
1129,CA-2016-105970,PA-19060,Pete Armstrong,Richmond,47374,OFF-EN-10001532,Brown Kraft Recycled Envelopes,101.88
113,CA-2017-128867,CL-12565,Clay Ludtke,Urbandale,50322,OFF-BI-10003981,"""Avery Durable Plastic 1"""" Binders""",27.24
1130,CA-2017-112102,BD-11605,Brian Dahlen,Springfield,22153,FUR-TA-10004086,KI Adjustable-Height Table,343.92
1131,CA-2017-112102,BD-11605,Brian Dahlen,Springfield,22153,OFF-PA-10000100,Xerox 1945,40.99
1132,CA-2017-112102,BD-11605,Brian Dahlen,Springfield,22153,OFF-EN-10002500,Globe Weis Peel & Seel First Class Envelopes,63.9
1133,US-2017-114776,GG-14650,Greg Guthrie,Antioch,94509,OFF-PA-10004100,Xerox 216,19.44
1134,US-2017-134908,JS-15940,Joni Sundaresam,Philadelphia,19134,OFF-ST-10003479,Eldon Base for stackable storage shelf; platinum,124.61
1135,US-2017-134908,JS-15940,Joni Sundaresam,Philadelphia,19134,OFF-LA-10000973,Avery 502,7.56
1136,US-2017-148803,LR-16915,Lena Radford,Homestead,33030,OFF-ST-10001476,Steel Personal Filing/Posting Tote,85.22
1137,CA-2017-152170,FH-14275,Frank Hawley,La Porte,46350,OFF-EN-10002831,Tyvek  Top-Opening Peel & Seel  Envelopes; Gray,287.52
1138,CA-2017-152170,FH-14275,Frank Hawley,La Porte,46350,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,37.68
1139,CA-2017-152170,FH-14275,Frank Hawley,La Porte,46350,OFF-PA-10001763,Xerox 1896,19.98
114,CA-2015-115259,RC-19960,Ryan Crowe,Columbus,43229,OFF-FA-10000621,OIC Colored Binder Clips; Assorted Sizes,40.1
1140,CA-2017-152170,FH-14275,Frank Hawley,La Porte,46350,OFF-AR-10003394,Newell 332,20.58
1141,CA-2017-152170,FH-14275,Frank Hawley,La Porte,46350,OFF-BI-10002072,Cardinal Slant-D Ring Binders,17.38
1142,CA-2015-146969,AP-10915,Arthur Prichep,Los Angeles,90045,FUR-FU-10004188,Luxo Professional Combination Clamp-On Lamps,204.6
1143,CA-2015-146969,AP-10915,Arthur Prichep,Los Angeles,90045,OFF-FA-10001561,Stockwell Push Pins,8.72
1144,CA-2015-146969,AP-10915,Arthur Prichep,Los Angeles,90045,OFF-PA-10002105,Xerox 223,6.48
1145,CA-2015-146969,AP-10915,Arthur Prichep,Los Angeles,90045,TEC-MA-10004241,Star Micronics TSP800 TSP847IIU Receipt Printer,686.32
1146,CA-2015-146969,AP-10915,Arthur Prichep,Los Angeles,90045,OFF-ST-10004340,Fellowes Mobile File Cart; Black,62.18
1147,CA-2016-112452,NC-18340,Nat Carroll,Lansing,48911,OFF-AP-10003849,Hoover Shoulder Vac Commercial Portable Vacuum,644.08
1148,CA-2016-112452,NC-18340,Nat Carroll,Lansing,48911,OFF-FA-10000735,Staples,5.84
1149,CA-2016-112452,NC-18340,Nat Carroll,Lansing,48911,OFF-BI-10003350,Acco Expandable Hanging Binders,12.76
115,CA-2015-115259,RC-19960,Ryan Crowe,Columbus,43229,OFF-EN-10002600,Redi-Strip #10 Envelopes; 4 1/8 x 9 1/2,4.72
1150,CA-2016-112452,NC-18340,Nat Carroll,Lansing,48911,TEC-PH-10000307,Shocksock Galaxy S4 Armband,10.95
1151,CA-2016-112452,NC-18340,Nat Carroll,Lansing,48911,TEC-CO-10004202,Brother DCP1000 Digital 3 in 1 Multifunction Machine,599.98
1152,CA-2016-113971,CB-12535,Claudia Bergmann,Cuyahoga Falls,44221,FUR-FU-10001852,Eldon Regeneration Recycled Desk Accessories; Smoke,8.35
1153,CA-2017-160395,KL-16555,Kelly Lampkin,Reno,89502,OFF-AR-10003759,Crayola Anti Dust Chalk; 12/Pack,3.64
1154,CA-2017-160395,KL-16555,Kelly Lampkin,Reno,89502,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',159.77
1155,CA-2015-136567,PS-19045,Penelope Sewall,Harrisonburg,22801,OFF-ST-10004337,SAFCO Commercial Wire Shelving; 72h,122.48
1156,CA-2015-136567,PS-19045,Penelope Sewall,Harrisonburg,22801,FUR-TA-10001932,"""Chromcraft 48"""" x 96"""" Racetrack Double Pedestal Table""",2244.48
1157,CA-2015-136567,PS-19045,Penelope Sewall,Harrisonburg,22801,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,62.31
1158,CA-2015-136567,PS-19045,Penelope Sewall,Harrisonburg,22801,FUR-TA-10000617,Hon Practical Foundations 30 x 60 Training Table; Light Gray/Charcoal,455.1
1159,CA-2017-149314,GB-14530,George Bell,Los Angeles,90004,FUR-CH-10002126,Hon Deluxe Fabric Upholstered Stacking Chairs,195.18
116,CA-2015-115259,RC-19960,Ryan Crowe,Columbus,43229,OFF-PA-10004965,Xerox 1921,23.98
1160,CA-2018-147039,AA-10315,Alex Avila,Minneapolis,55407,OFF-AP-10000576,Belkin 325VA UPS Surge Protector; 6',362.94
1161,CA-2018-147039,AA-10315,Alex Avila,Minneapolis,55407,OFF-BI-10004654,Avery Binding System Hidden Tab Executive Style Index Sets,11.54
1162,CA-2015-126522,LT-16765,Larry Tron,Escondido,92025,OFF-AR-10004042,BOSTON Model 1800 Electric Pencil Sharpeners; Putty/Woodgrain,53.94
1163,CA-2015-127964,AP-10720,Anne Pryor,New York City,10035,TEC-PH-10004700,PowerGen Dual USB Car Charger,9.99
1164,CA-2015-127964,AP-10720,Anne Pryor,New York City,10035,OFF-BI-10004593,Ibico Laser Imprintable Binding System Covers,125.76
1165,CA-2015-127964,AP-10720,Anne Pryor,New York City,10035,OFF-BI-10003429,Cardinal HOLDit! Binder Insert Strips;Extra Strips,25.32
1166,CA-2015-117709,PM-18940,Paul MacIntyre,Jackson,49201,OFF-BI-10001294,Fellowes Binding Cases,46.8
1167,CA-2016-125416,KC-16540,Kelly Collister,Seattle,98115,TEC-AC-10001552,Logitech K350 2.4Ghz Wireless Keyboard,447.93
1168,CA-2018-145226,DL-13315,Delfina Latchford,New York City,10035,FUR-FU-10004952,C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back; 8-1/2x11; 25/Bx,109.48
1169,CA-2018-145226,DL-13315,Delfina Latchford,New York City,10035,OFF-ST-10004123,Safco Industrial Wire Shelving System,272.94
117,CA-2015-115259,RC-19960,Ryan Crowe,Columbus,43229,OFF-EN-10002504,Tyvek  Top-Opening Peel & Seel Envelopes; Plain White,130.46
1170,CA-2018-145226,DL-13315,Delfina Latchford,New York City,10035,OFF-PA-10003172,Xerox 1996,19.44
1171,CA-2018-145226,DL-13315,Delfina Latchford,New York City,10035,OFF-ST-10002352,Iris Project Case,31.92
1172,US-2015-100279,SW-20275,Scott Williamson,Royal Oak,48073,OFF-PA-10002259,"""Geographics Note Cards; Blank; White; 8 1/2"""" x 11""""""",22.38
1173,CA-2015-158064,AA-10375,Allen Armold,Los Angeles,90008,OFF-BI-10002976,ACCOHIDE Binder by Acco,16.52
1174,US-2016-104430,LT-17110,Liz Thompson,Bloomington,61701,OFF-BI-10000301,GBC Instant Report Kit,5.18
1175,CA-2016-132080,DP-13105,Dave Poirier,New York City,10035,OFF-BI-10003694,"""Avery 3 1/2"""" Diskette Storage Pages; 10/Pack""",50.11
1176,CA-2017-161207,AB-10060,Adam Bellavance,Concord,3301,OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,27.93
1177,CA-2015-120243,AT-10435,Alyssa Tate,Los Angeles,90004,OFF-LA-10004425,Staple-on labels,11.56
